Date,ARZZ3.SA,BRAP4.SA,CVCB3.SA,HAPV3.SA,TIMS3.SA,BLAU3.SA,ENGI11.SA,PETZ3.SA,RAPT4.SA,VALE3.SA,AGRO3.SA,LREN3.SA,RADL3.SA,MRVE3.SA,CMIN3.SA,FLRY3.SA,DIRR3.SA,CMIG4.SA,BBDC3.SA,ABCB4.SA
2005-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001759,0.0
2008-02-29 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001759,0.0
2008-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005192,0.0,0.0,0.0,0.0,0.0,0.001759,0.0
2008-04-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436585,0.0,0.100819,0.003006,0.0,0.0,0.0,0.0,0.0,0.001173,0.0
2008-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352,0.0
2008-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035189,0.0
2008-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352,0.0
2008-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352,0.0
2008-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004834,0.0,0.0,0.0,0.0,0.0,0.00352,0.0
2008-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13852,0.019349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352,0.0
2008-11-30 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044663,0.005861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038706,0.0
2009-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004884,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-04-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524586,0.0,0.010569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041933,0.0,0.0,0.0,0.0,0.003871,0.0
2009-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005427,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042577,0.0
2009-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004914,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-11-30 00:00:00-02:00,0.0,0.405848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2009-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054666,0.006051,0.0,0.0,0.0,0.0,0.0,0.128638,0.0
2010-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003871,0.0
2010-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011164,0.0
2010-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999,0.0,0.0,0.0,0.0,0.0,0.004258,0.0
2010-04-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.125056,0.0,0.0,0.0,0.0,0.421661,0.0,0.119274,0.004227,0.0,0.0,0.0,0.0,0.237561,0.004258,0.080694
2010-05-31 00:00:00-03:00,0.0,0.415714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342773,0.0,0.0,0.0,0.0,0.004258,0.0
2010-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083751,0.0,0.0,0.0,0.005274,0.0,0.0,0.0,0.0,0.0,0.046834999999999995,0.0
2010-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004258,0.080694
2010-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030594,0.0,0.0,0.004683,0.0
2010-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.252005,0.0,0.0,0.0,0.0,0.0,0.005687,0.0,0.0,0.0,0.0,0.0,0.004683,0.0
2010-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004683,0.086902
2010-11-30 00:00:00-02:00,0.0,0.355803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004683,0.0
2010-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08624,0.0,0.0,0.085569,0.007104,0.156,0.0,0.076189,0.0,0.459448,0.149977,0.0
2011-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320048,0.0,0.0,0.0,0.0,0.0,0.0,0.301874,0.0,0.004687,0.0
2011-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03297,0.0
2011-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.148503,0.0,0.0,0.0,0.0,0.02251,0.008347,0.0,0.0,0.0,0.0,0.0,0.004687,0.0
2011-04-30 00:00:00-03:00,0.0,0.14588,0.0,0.0,0.200591,0.0,0.0,0.0,0.084311,0.608247,0.0,0.195913,0.003445,0.0,0.0,0.0,0.0,0.0,0.004687,0.102237
2011-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180193,0.0,0.0,0.0,0.305296,0.004687,0.0
2011-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099985,0.0,0.0,0.023017,0.008603,0.0,0.0,0.0,0.0,0.0,0.059827000000000005,0.0
2011-07-31 00:00:00-03:00,0.095339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687,0.10954
2011-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.252005,0.0,0.0,0.933403,0.0,0.0,0.0,0.0,0.0,0.06787,0.0,0.0,0.004687,0.0
2011-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023569,0.0,0.0,0.0,0.0,0.0,0.0,0.005156,0.0
2011-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005156,0.10954
2011-11-30 00:00:00-02:00,0.0,0.661899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005156,0.0
2011-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10295,0.0,0.0,0.023882,0.008586,0.0,0.0,0.031694,0.0,0.433924,0.20945,0.0
2012-01-31 00:00:00-02:00,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005156,0.0
2012-02-29 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005156,0.0
2012-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.180004,0.0,0.123006,0.0,0.0,0.024642,0.034633,0.0,0.0,0.0,0.2709,0.0,0.005156,0.0
2012-04-30 00:00:00-03:00,0.069089,0.619873,0.0,0.0,0.094787,0.0,0.0,0.0,0.0,1.07528,0.0,0.213905,0.0,0.0,0.0,0.0,0.0,0.330302,0.005671,0.0
2012-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377093,0.0,0.0,0.0,0.0,0.005671,0.0
2012-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048546,0.0,0.0,0.02497,0.010768,0.0,0.0,0.0,0.0,0.0,0.062384,0.0
2012-07-31 00:00:00-03:00,0.20673000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066721,0.242581
2012-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.252005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063351,0.0,0.0,0.005671,0.0
2012-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024165,0.00844,0.0,0.0,0.0,0.0,0.0,0.005671,0.0
2012-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006672,0.0
2012-11-30 00:00:00-02:00,0.0,0.575653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005671,0.0
2012-12-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024493,0.0,0.0,0.0,0.050681,0.0,0.612597,0.187399,0.0
2013-01-31 00:00:00-02:00,0.117773,0.0,0.0,0.0,0.0,0.0,0.46351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005671,0.227803
2013-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023573,0.0
2013-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016577,0.001979,0.0,0.0,0.0,0.0,0.0,0.006672,0.0
2013-04-30 00:00:00-03:00,0.0,0.524577,0.0,0.0,0.0,0.0,0.0,0.0,0.002724,0.864045,0.0,0.222285,0.0,0.0,0.0,0.0,0.0,0.0,0.006238,0.0
2013-05-31 00:00:00-03:00,0.230077,0.0,0.0,0.0,0.153713,0.0,0.163006,0.0,0.0,0.0,0.0,0.0,0.0,0.262365,0.0,0.0,0.363868,0.621841,0.006238,0.0
2013-06-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09997,0.0,0.0,0.017039,0.007916,0.0,0.0,0.0,0.0,0.0,0.07965799999999999,0.0
2013-07-31 00:00:00-03:00,0.250344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339,0.0
2013-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.116148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138251,0.0,0.0,0.007339,0.0
2013-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017606,0.003201,0.0,0.0,0.0,0.0,0.0,0.007339,0.0
2013-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339,0.0
2013-11-30 00:00:00-02:00,0.0,0.098808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057922,0.0,0.0,0.007339,0.0
2013-12-31 00:00:00-02:00,0.117805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082566,0.0,0.100704,0.017813,0.008149,0.0,0.0,0.063351,0.0,0.43973,0.133142,0.0
2014-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339,0.0
2014-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.408761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08291799999999999,0.0
2014-03-31 00:00:00-03:00,0.0,0.0,0.101753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020557,0.004499,0.0,0.0,0.0,0.0,0.0,0.007339,0.0
2014-04-30 00:00:00-03:00,0.235729,0.321793,0.101748,0.0,0.0,0.0,0.0,0.0,0.067031,0.898904,0.0,0.124668,0.0,0.0,0.0,0.316756,0.0,0.0,0.007339,0.0
2014-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.35346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300584,0.0,0.0,0.372441,0.573052,0.007339,0.0
2014-06-30 00:00:00-03:00,0.028038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097405,0.0,0.0,0.021049,0.012456,0.0,0.0,0.0,0.0,0.869904,0.080738,0.0
2014-07-31 00:00:00-03:00,0.1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339,0.243693
2014-08-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.279154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007332,0.0
2014-09-30 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021586,0.012848,0.0,0.0,0.0,0.0,0.0,0.007332,0.0
2014-10-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007332,0.0
2014-11-30 00:00:00-02:00,0.0,0.716152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316756,0.236798,0.561552,0.007332,0.0
2014-12-31 00:00:00-02:00,0.109943,0.0,0.098688,0.0,0.0,0.0,0.0,0.0,0.080925,0.0,0.0,0.02181,0.013724,0.0,0.0,0.0,0.0,0.117417,0.237552,0.0
2015-01-31 00:00:00-02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007332,0.193389
2015-02-28 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016913,0.0,0.0,0.0,0.0,0.0,0.06317,0.0
2015-03-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027847,0.018864,0.0,0.0,0.0,0.0,0.0,0.006728,0.0
2015-04-30 00:00:00-03:00,0.398592,0.338975,0.428072,0.0,0.0,0.0,0.0,0.0,0.039256,0.601761,0.0,0.136513,0.0,0.0,0.0,0.0,0.181801,0.0,0.008073,0.0
2015-05-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.151751,0.0,0.533383,0.0,0.0,0.0,0.0,0.0,0.0,0.387787,0.0,0.0,0.0,0.289619,0.008073,0.0
2015-06-30 00:00:00-03:00,0.065431,0.0,0.0,0.0,0.0,0.0,0.040876,0.0,0.0,0.0,0.0,0.031097,0.020791,0.0,0.0,0.020589,0.0,0.0,0.088864,0.0
2015-07-31 00:00:00-03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270648,0.0,0.008073,0.237145
